tweet_id,message,historical_reply,suggested_intent,suggested_decision,human_intent,human_decision
5837,@AppleSupport Yes. Sorry. I️ just watched a video about 11.2 beta. 11.1 When I️ type the letter Eye I️ happens https://t.co/bUBElgADue,"@117106 Have you tried resetting the keyboard dictionary yet? If not, go to Settings &gt; General &gt; Reset &gt; Reset Keyboard Library",general_issue,ESCALATE,general_issue,ESCALATE
5841,@AppleSupport Tried I️t and I️t still doesn’t work,@117106 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,app_feature_problem,AUTO-HANDLE,app_feature_problem,AUTO-HANDLE
5845,@AppleSupport Updated iPad Pro to 11.1.  Worked on draft email. None of changes saved. Started new email. Saved but disappeared. Help please,@117107 We'll help in any way we can. Was this on an https://t.co/coj9FJKJWV email account?,update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
5844,"@AppleSupport No, virginmedia. Tried twice with completely new mail. One didn’t save, 2nd did though. Very odd.","@117107 Some accounts may create separate folders for your Drafts. If you're still having trouble, please DM us here: https://t.co/GDrqU22YpT",general_issue,ESCALATE,general_issue,ESCALATE
5849,I updated to iOS 11 and my iPhone 6 stopped connecting to wi-fi. Already restored the phone and the network connections @AppleSupport,"@117108 We are here to help. So we can best isolate the cause, could you verify your exact iOS version? https://t.co/ZTw54HL4Rm",update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
5853,@319 why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either...@AppleSupport,@117109 We'd love to help. Let's work together in DM. https://t.co/GDrqU22YpT,general_issue,ESCALATE,general_issue,ESCALATE
6483,Hello @115858 @AppleSupport what’s happening to my screen https://t.co/GTNXT4VoKd,@117151 We'd love to take a look into this concern. Is the screen stuck this way have you restarted it? Send us a DM. https://t.co/GDrqU22YpT,device_hardware_issue,AUTO-HANDLE,device_hardware_issue,AUTO-HANDLE
6554,@AppleSupport how long does it take usually for account recovery to get back to you? It’s been about a week now.,@117154 Having access to your Apple ID is important. Did you receive an email with a confirmation of your request? DM us here: https://t.co/GDrqU22YpT,general_issue,ESCALATE,general_issue,ESCALATE
6608,@AppleSupport the fact that my laptop that I haven't even had for two years keeps shutting off without warning at 15% is kind of ridiculous.,@117165 Let's see what we can find for you today. Let's meet up in DM to gather some specifics and we'll proceed from there. https://t.co/GDrqU22YpT,battery_issue,AUTO-HANDLE,battery_issue,AUTO-HANDLE
6657,@AppleSupport My wife made the mistake of updating to 11. How can we revert back? Her password keeper app is now dead. She can't access her passwords.,@117177 You won't be able to revert the system to pre-iOS 11 but we can look into the issues. DM us and we'll get started. https://t.co/GDrqU22YpT,update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
6917,"@AppleSupport Yes, sorry i mean iOS 11, when I texting my keyboard it’s very slow and my battery it consumes very fast.","@117183 Are you currently using Low Power Mode? If so, disable that from Settings &gt; Battery and restart. Let us know in DM if it helps. https://t.co/GDrqU22YpT",battery_issue,AUTO-HANDLE,battery_issue,AUTO-HANDLE
6919,"@AppleSupport I installed the iOS 10.0 , 10.0.1 and 10.0.2 and makes my iPhone 6 very slow and doesn’t work properly can you help me?","@117183 We can help!  We assume you mean iOS 11, right?  Can you tell us what types of performance issues you're experiencing?",update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
6928,@AppleSupport my iPhone is a fully up to date so why does my phone keep freezing 🙃???,"@117186 We want to help in any way we can. Which iPhone are you using? Let us know in DM, and we’ll work with you there. https://t.co/GDrqU22YpT",update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
6934,@115858 after the new apple updates: the battery life is really go fast and the WiFi is always on! @AppleSupport #newappleupdates,@117189 We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using. https://t.co/GDrqU22YpT,battery_issue,AUTO-HANDLE,battery_issue,AUTO-HANDLE
8297,@AppleSupport Hello there i need help with the use of an administartors name and password on my imac,@117454 Hi! We're happy to help. Join us in DM with the macOS version installed on your iMac and more details about what's going on. https://t.co/GDrqU22YpT,general_issue,ESCALATE,general_issue,ESCALATE
8299,@AppleSupport DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,@117455 Are you seeing issues across all apps or are you noticing lag when performing specific tasks? Let us know in DM. https://t.co/GDrqU22YpT,update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
8302,Every time I watch a live broadcast or video it skips or repeats a few seconds since updating @AppleSupport https://t.co/ufl7yqidmb,"@117456 We'd like to learn more about what's happening. What model &amp; iOS version are you working with? Tell us in DM, please. https://t.co/GDrqU2kzhr",update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
8304,@116333 @115858  can your team let me know why my new iPhone 6 always has hanging problem I do not know what the problem is by I know I feel I am cheated by apple for phone 📱 do I ?,@117457 We'd be concerned with an unresponsive device too. Let us know your iOS version in DM and we'll help: https://t.co/GDrqU22YpT,update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
8308,@AppleSupport I don’t know. I need the space though. How do I get rid of some snapshots,@117459 Finder and Get Info windows don't include snapshots in their calculations so that's not the root cause. Let's meet within DM: https://t.co/GDrqU22YpT,general_issue,ESCALATE,general_issue,ESCALATE
8310,@AppleSupport Its slowing down my mac a lot,"@117459  Is 25 GBs what you have left after the snapshots were created on the drive though? Or, were you low on space prior to snapshots?",battery_issue,AUTO-HANDLE,battery_issue,AUTO-HANDLE
8313,@AppleSupport i have 256 hd and timemachine/system is taking up 150gb of space. I only have 25gb free. Is it suppose to work like this?,@117459 Thanks for reaching out to us. We're happy to help out. We recommend checking out this link: https://t.co/03O2CionXW,general_issue,ESCALATE,general_issue,ESCALATE
8316,@AppleSupport  https://t.co/Pk9RhMiLjh,@117460 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,general_issue,ESCALATE,general_issue,ESCALATE
8315,@AppleSupport Thank you,@117460 You're very welcome! Please feel free to reach out to us again if you need any more help. Have a great day!,general_issue,ESCALATE,general_issue,ESCALATE
8320,@115858 @AppleSupport iOS 11.1 should never been released. So many bugs. The statusbar randomly disappears in Facebook app,@117460 We'd like to look into the trouble you're having. Does this only occur in the Facebook app?,update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
8331,Oh my god i’m so embarrassing @115858 why do I always send voice recordings in iMessage by accident do you know how embarrassing that is?!,"@117463 Are you accidentally recording audio message or is this happening on its own? Let us know in a DM, we’ll communicate there: https://t.co/GDrqU22YpT",general_issue,ESCALATE,general_issue,ESCALATE
8340,@AppleSupport only 8 attempts to open the twitter app and complain about the iOS 11 messing up my iPhone 7 - this is slowing down my life :(,@117466 We'd like to look into this with you. Please DM us details and we'll be glad to work with you towards a resolution. https://t.co/GDrqU22YpT,update_problem,AUTO-HANDLE,update_problem,AUTO-HANDLE
